DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W
COLL,155,PUBLIC ORAL COMMUNICATION,"Miller,Caroline Hundley",22,23,2.623,2.802,22.7,40.9,13.6,22.7,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Hine,Lucas",20,24,3.215,3.336,40,40,20,0,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Spicer,Dale Eugene",17,22,2.994,3.238,29.4,41.2,23.5,5.9,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Miller,Caroline Hundley",19,24,2.889,3.167,21.1,47.4,26.3,5.3,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Hine,Lucas",21,25,3.019,2.889,38.1,33.3,23.8,4.8,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Kilictepe,Safak",19,20,2.984,3.42,42.1,31.6,15.8,5.3,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Frauman,Ali",19,26,3.305,3.079,47.4,42.1,10.5,0,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Mills,Kevin Alastair Ian",21,24,2.348,2.726,19,47.6,4.8,4.8,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Musthaq,Fathimath",21,24,2.386,3.015,14.3,52.4,9.5,9.5,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Kilictepe,Safak",19,21,2.768,3.084,26.3,31.6,31.6,10.5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Frauman,Ali",22,24,3.486,3.204,63.6,27.3,4.5,4.5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Johnson,Katherine Alice",20,24,2.23,3.018,15,25,40,5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Roush,Laura Lee",22,25,3.182,3.28,36.4,50,9.1,4.5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Kachwala,Shahin",18,24,2.972,3.098,27.8,55.6,11.1,5.6,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Smith,Tyler Joseph",20,27,3.035,3.198,30,55,10,0,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Johnson,Katherine Alice",21,22,2.719,3.229,9.5,52.4,28.6,9.5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Roush,Laura Lee",23,25,2.787,3.031,47.8,17.4,13,13,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Kachwala,Shahin",18,23,2.617,3.103,16.7,44.4,27.8,11.1,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Smith,Tyler Joseph",21,27,3.114,3.272,38.1,38.1,23.8,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Ince,Jelani Irwyn",20,25,3.12,3.024,40,40,15,5,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Foss,Sarah Ann",21,23,3.595,3.282,71.4,23.8,4.8,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Johnston,Dan",18,23,2.572,3.14,22.2,33.3,38.9,5.6,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Spacek,Wendy Lee",19,25,2.768,2.863,21.1,52.6,15.8,0,4
COLL,155,PUBLIC ORAL COMMUNICATION,"Ince,Jelani Irwyn",20,23,3.12,3.237,35,50,10,5,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Bush,Leigh Elizabeth",22,25,2.891,3.224,18.2,54.5,22.7,4.5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Johnston,Dan",18,24,2.506,3.021,5.6,61.1,22.2,5.6,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Spacek,Wendy Lee",22,25,3.036,3.302,36.4,50,4.5,4.5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Foss,Sarah Ann",22,25,3.45,3.359,59.1,36.4,4.5,0,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Bush,Leigh Elizabeth",23,27,2.83,3.209,21.7,47.8,26.1,4.3,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Elchert,Bridget Hale",19,22,3.179,3.188,42.1,47.4,5.3,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Lind,Katherine Dominique",20,25,3.055,3.009,30,55,10,5,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Rosche,Laura Catherine",21,24,3.081,3.039,38.1,33.3,28.6,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Mioni,Lino",22,24,3.209,3.226,45.5,31.8,18.2,4.5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Elchert,Bridget Hale",19,23,3.416,3.425,42.1,52.6,5.3,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Crombie,Jesse D",23,25,3.361,3.183,43.5,47.8,8.7,0,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Smith,Cynthia Duquette",20,23,3.38,3.293,45,45,10,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Mioni,Lino",21,24,3.443,3.247,57.1,28.6,14.3,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Perdue,Philip David",17,23,2.988,3.212,29.4,47.1,23.5,0,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Rosche,Laura Catherine",22,24,3.109,3.281,36.4,40.9,22.7,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Mills,Kevin Alastair Ian",20,22,2.52,3.143,50,15,5,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Musthaq,Fathimath",22,25,2.914,3.248,36.4,40.9,9.1,9.1,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Mudiwa,Rudo Robin",17,20,3.118,3.11,23.5,64.7,11.8,0,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Walker,Matthew",22,24,3.636,3.209,81.8,4.5,9.1,4.5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Rupert,Bryan",16,22,3.319,3.075,50,37.5,12.5,0,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Zemlicka,Kurt Michael",22,24,2.764,2.916,22.7,54.5,13.6,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Mudiwa,Rudo Robin",20,21,3.15,3.393,40,45,10,0,0
COLL,155,PUBLIC ORAL COMMUNICATION,"Walker,Matthew",22,24,3.359,3.195,54.5,31.8,9.1,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Rupert,Bryan",19,22,3.284,3.173,52.6,26.3,21.1,0,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Forstall,Charlotte Lynn",21,23,3.31,3.407,57.1,23.8,19,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Spicer,Dale Eugene",19,21,3.258,3.356,47.4,31.6,15.8,5.3,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Rothgerber,John Robert",17,21,2.771,2.95,35.3,35.3,17.6,0,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Rothgerber,John Robert",17,21,3.206,3.24,58.8,23.5,11.8,0,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Perdue,Philip David",18,21,2.933,3.159,27.8,44.4,16.7,5.6,2
COLL,155,PUBLIC ORAL COMMUNICATION,"Kasper-Cushman,Kelly Marie",18,23,2.972,2.842,33.3,44.4,16.7,5.6,4
COLL,155,PUBLIC ORAL COMMUNICATION,"Deiter,Meaghan Frances",22,23,3.182,3.311,40.9,40.9,13.6,4.5,1
COLL,155,PUBLIC ORAL COMMUNICATION,"Deiter,Meaghan Frances",19,26,3.2,3.095,42.1,42.1,15.8,0,3
COLL,155,PUBLIC ORAL COMMUNICATION,"Crombie,Jesse D",20,23,3.2,3.023,45,30,25,0,3
COLL,101,EXPERIMENTAL TOPICS,"Holdeman,Jeffrey D.",17,20,3.982,3.803,100,0,0,0,0
COLL,101,EXPERIMENTAL TOPICS,"Holdeman,Jeffrey D.",13,16,3.877,3.613,92.3,7.7,0,0,0
COLL,101,EXPERIMENTAL TOPICS,"Holdeman,Jeffrey D.",14,14,4,3.75,100,0,0,0,0
CSCI,110,INTRO TO COMPUTERS & COMPUTING,"Pope,Charles E",121,156,3.001,2.997,41.3,37.2,10.7,5,18
CSCI,110,INTRO TO COMPUTERS & COMPUTING,"Pope,Charles E",107,152,3.034,2.93,41.1,36.4,15,4.7,24
CSCI,110,INTRO TO COMPUTERS & COMPUTING,"Pope,Charles E",55,79,2.909,2.897,40,36.4,10.9,5.5,15
CSCI,201,INTRODUCTION TO PROGRAMMING I,"Hmeljak,Mitja",50,69,2.644,2.911,40,18,26,8,9
CSCI,201,INTRODUCTION TO PROGRAMMING I,"Hmeljak,Mitja",32,45,2.544,2.818,34.4,31.3,9.4,6.3,8
CSCI,202,INTRODUCTION TO PROGRAMMING II,"German,Dan-Adrian",10,12,3.51,3.063,90,0,0,0,0
CSCI,216,DIGITL MULTIMEDIA CONCPTS/TECH,"Whitmer,Jeff",28,38,2.929,3.163,21.4,57.1,17.9,0,4
CSCI,338,NETWORK TECH & SYSTEMS ADMIN,"Whitmer,Jeff",29,34,2.728,3.27,6.9,69,20.7,0,2
CSCI,351,INTRO ARTIFICIAL INTELLIGENCE,"Rawlins,Gregory J.e.",62,85,2.863,3.263,37.1,32.3,17.7,8.1,9
CSCI,363,BIOINFORMATICS ALGORITHMS,"Tang,Haixu",33,39,3.103,3.094,27.3,60.6,9.1,3,2
CSCI,365,DATA ANALYSIS AND MINING,"Radivojac,Predrag",54,71,2.809,3.321,25.9,48.1,14.8,3.7,6
CSCI,401,FUNDAMENTALS OF COMPUTG THEORY,"Wennstrom,Erik Michael",37,49,2.508,3.272,29.7,24.3,29.7,10.8,3
CSCI,403,INTRO ALGORITHM DES & ANALYS,"Sahinalp,Cenk",40,47,2.788,3.245,27.5,37.5,25,10,5
CSCI,430,SECURITY FOR NETWORKED SYSTEMS,"Kapadia,Apu Chandrasen",6,8,2.933,3.246,33.3,33.3,16.7,16.7,0
CSCI,441,DIGITAL DESIGN,"Malbasa,Vel",10,10,3.34,3.085,60,20,20,0,0
CSCI,461,DATABASE CONCEPTS,"Van Gucht,Dirk",66,77,3.13,3.242,40.9,40.9,10.6,4.5,6
CSCI,490,SEMINAR IN COMPUTER SCIENCE,"Zhou,Yuan",8,28,2.8,3.148,62.5,12.5,0,0,5
CSCI,501,THEORY OF COMPUTING,"Leivant,Daniel Maurice",16,27,3.606,3.647,62.5,37.5,0,0,1
CSCI,503,ALGORITHMS DESIGN AND ANALYSIS,"Zhou,Yuan",26,62,3.304,3.453,46.2,50,0,3.8,0
CSCI,505,APPLIED ALGORITHMS,"Ergun,Funda",64,91,3.4,3.537,45.3,53.1,1.6,0,1
CSCI,505,APPLIED ALGORITHMS,"Ergun,Funda",40,60,3.443,3.604,47.5,50,2.5,0,6
CSCI,505,APPLIED ALGORITHMS,"Yaroslavtsev,Grigory",18,29,3.489,3.652,61.1,33.3,5.6,0,0
CSCI,521,PROGRAMMING LANGUAGE PRINC,"Friedman,Daniel P",8,20,4,3.817,100,0,0,0,1
CSCI,544,SECURITY FOR NETWORKED SYSTEMS,"Hill,Raquel Loran",17,28,3.547,3.467,52.9,47.1,0,0,0
CSCI,551,ELEM ARTIFICIAL INTELLIGENCE,"Crandall,David",100,148,3.558,3.584,70,26,4,0,1
CSCI,551,ELEM ARTIFICIAL INTELLIGENCE,"Crandall,David",32,59,3.569,3.297,71.9,18.8,9.4,0,14
CSCI,555,MACHINE LEARNING,"Williamson,Donald S.",61,103,3.125,3.577,23,65.6,11.5,0,7
CSCI,561,ADVANCED DATABASE CONCEPTS,"Van Gucht,Dirk",35,58,3.32,3.452,51.4,40,5.7,0,0
CSCI,565,DATA MINING,"Dalkilic,Mehmet M.",55,94,3.516,3.538,56.4,40,3.6,0,3
CSCI,609,TPCS ALGORITHMS & COMP THEORY,"Yaroslavtsev,Grigory",7,11,3.329,3.754,42.9,42.9,14.3,0,0
CSCI,649,TOPICS IN SYSTEMS,"Camp,L Jean",11,31,3.973,3.459,100,0,0,0,0
CSCI,649,TOPICS IN SYSTEMS,"Camp,L Jean",14,21,3.979,3.603,100,0,0,0,0
CSCI,649,TOPICS IN SYSTEMS,"Marru,Suresh",12,65,3.642,3.591,66.7,33.3,0,0,0
CSCI,659,TOPICS ARTIFICIAL INTELLIGENCE,"Cavar,Damir",35,45,3.677,3.616,82.9,14.3,0,2.9,1
CSCI,659,TOPICS ARTIFICIAL INTELLIGENCE,"Cavar,Damir",17,18,4,3.693,100,0,0,0,0
CSCI,659,TOPICS ARTIFICIAL INTELLIGENCE,"Ryoo,Michael S.",7,13,3.957,3.726,100,0,0,0,0
CSCI,659,TOPICS ARTIFICIAL INTELLIGENCE,"Kuebler,Sandra Claudia",22,27,3.714,3.54,86.4,4.5,4.5,4.5,0
CSCI,669,TOPICS IN DATABASE & INFO SYST,"Zhang,Qin",8,16,3.3,3.795,62.5,12.5,25,0,0
CSCI,102,GREAT IDEAS IN COMPUTING,"Pope,Charles E",20,36,2.555,2.769,20,45,20,5,5
CSCI,200,INTRO COMPUTERS & PROGRAMMING,"Dalkilic,Mehmet M.",95,111,2.983,2.958,51.6,25.3,9.5,4.2,6
CSCI,211,INTRO TO COMPUTER SCIENCE,"Shan,Chung-chieh",51,87,2.592,2.718,17.6,45.1,19.6,11.8,26
CSCI,211,INTRO TO COMPUTER SCIENCE,"Tobin-Hochstadt,Sam",78,117,2.646,2.933,29.5,34.6,21.8,3.8,24
CSCI,211,INTRO TO COMPUTER SCIENCE,"Rose,Robert",61,89,2.887,2.964,29.5,41,23,3.3,20
CSCI,212,INTRO TO SOFTWARE SYSTEMS,"German,Dan-Adrian",46,51,2.467,2.916,34.8,21.7,19.6,6.5,3
CSCI,212,INTRO TO SOFTWARE SYSTEMS,"German,Dan-Adrian",55,61,3.042,3.17,43.6,40,5.5,3.6,2
CSCI,241,DISCRETE STRUCTURES FOR CSCI,"Wennstrom,Erik Michael",53,58,2.087,2.865,22.6,24.5,13.2,17,3
CSCI,241,DISCRETE STRUCTURES FOR CSCI,"Wennstrom,Erik Michael",70,80,2.347,2.923,20,31.4,24.3,15.7,5
CSCI,290,TOPICS IN COMPUTER SCIENCE,"Blanco Rodriguez,Saul Antonio",9,18,3.522,3.328,55.6,44.4,0,0,5
CSCI,311,PROGRAMMING LANGUAGES,"Friedman,Daniel P",33,46,3.206,3.09,48.5,36.4,6.1,0,9
CSCI,335,COMPUTER STRUCTURES,"Malbasa,Vel",21,27,2.748,2.937,19,52.4,19,4.8,2
CSCI,335,COMPUTER STRUCTURES,"Malbasa,Vel",18,22,2.928,3.196,38.9,27.8,27.8,0,2
CSCI,343,DATA STRUCTURES,"Siek,Jeremy",80,102,2.551,3.175,22.5,30,33.8,5,14
CSCI,211,INTRO TO CMPTR SCIENCE-HONORS,"Sabry,Amr A.",19,21,3.153,3.473,57.9,26.3,5.3,5.3,1
CSCI,241,ELEM DISCRETE STRUCTURES:HON,"Wennstrom,Erik Michael",8,8,3.138,3.444,62.5,25,0,0,0
CSCI,343,"DATA STRUCTURES, HONORS","Ye,Yuzhen",19,21,3.511,3.571,68.4,15.8,15.8,0,2
CSCI,423,COMPILERS,"Newton,Ryan Rhodes",14,23,3.664,3.108,71.4,21.4,7.1,0,2
CSCI,436,INTRO TO OPERATING SYSTEMS,"Himebaugh,Bryce D",29,34,2.924,3.299,34.5,27.6,37.9,0,3
CSCI,438,INTRO TO COMPUTER NETWORKS,"Qian,Feng",27,33,3.041,3.237,33.3,40.7,18.5,3.7,5
CSCI,523,PROGRAMMING LANGUAGE IMPLEMENT,"Newton,Ryan Rhodes",7,13,4,3.693,100,0,0,0,1
CSCI,532,OBJECT-ORIENTED SFTWRE DVLPMNT,"Rawlins,Gregory J.e.",17,38,3.7,3.472,64.7,35.3,0,0,0
CSCI,535,PERVASIVE COMPUTING,"Shih,Patrick C",12,17,3.8,3.621,75,25,0,0,0
CSCI,536,ADVANCED OPERATING SYSTEMS,"Lukefahr,Andrew",11,19,3.545,3.502,54.5,45.5,0,0,1
CSCI,536,ADVANCED OPERATING SYSTEMS,"Himebaugh,Bryce D",41,59,3.639,3.617,73.2,22,4.9,0,1
CSCI,556,APPLIED MACHINE LEARNING,"Kurban,Hasan",38,100,3.268,3.572,50,34.2,13.2,2.6,1
CSCI,565,SOFTWARE ENGINEERING I,"Bhutta,Adeel A",22,35,3.791,3.53,81.8,18.2,0,0,0
CSCI,573,SCIENTIFIC COMPUTING,"Bramley,Randall Barry",9,14,3.478,3.655,55.6,33.3,11.1,0,2
CSCI,390,UNDERGRADUATE INDPT STUDY,"Ye,Yuzhen",28,32,3.861,3.139,92.9,3.6,3.6,0,2
CSCI,790,GRADUATE INDEPENDENT STUDY,"Crandall,David",8,13,4,3.808,100,0,0,0,0
CSCI,798,PROFSNL PRACTICUM/INTERNSHP,"Siek,Jeremy",15,29,4,3.689,100,0,0,0,0
CSCI,799,COMPUTER SCIENCE COLLOQUIUM,"Sahinalp,Cenk",19,32,4,3.665,100,0,0,0,1
CTIH,600,TOPICS IN CRITICAL THEORY,"Dove,Patrick E",8,8,4,3.909,100,0,0,0,0
EALC,101,ELEMENTARY CHINESE 1,"Liles,Xiaoying",48,59,3.304,3.211,50,33.3,14.6,0,6
EALC,101,ELEMENTARY CHINESE 1,"Liles,Xiaoying",42,58,3.269,3.112,52.4,35.7,7.1,2.4,7
EALC,101,ELEMENTARY CHINESE 1,"Liles,Xiaoying",27,34,3.189,3.116,37,51.9,7.4,3.7,3
EALC,201,2ND YEAR CHINESE 1,"Bao,Yingling",31,39,3.119,3.142,45.2,32.3,16.1,3.2,1
EALC,201,2ND YEAR CHINESE 1,"Bao,Yingling",33,37,3.079,3.24,42.4,39.4,12.1,3,0
EALC,301,THIRD YEAR CHINESE 1,"Liles,Xiaoying",42,48,3.29,3.423,47.6,38.1,14.3,0,0
EALC,307,LITERARY CHINESE II,"Vogt,Paul Nicholas",7,12,3.957,3.59,100,0,0,0,1
EALC,401,FOURTH YEAR CHINESE I,"Luo,Chia-Li",17,24,3.224,3.5,47.1,35.3,17.6,0,3
EALC,457,CHINESE IN HUMANITIES,"Chen,Yea-Fen",7,8,3.529,3.668,71.4,14.3,14.3,0,0
EALC,507,LITERARY CHINESE II,"Vogt,Paul Nicholas",9,10,3.967,3.904,100,0,0,0,0
EALC,600,SEM IN CHINESE STUDIES,"Xiao,Tie",10,10,3.67,3.815,70,30,0,0,0
EALC,115,EAST ASIAN LITERATURES OF LOVE,"Hwang,Susan",56,83,3.071,3.074,41.1,33.9,17.9,5.4,8
EALC,190,THE RISE OF CHINA,"Yasuda,John Kojiro",26,30,3.238,2.896,53.8,30.8,11.5,0,0
EALC,203,ISS EAST ASIAN CULTURAL HIST,"Oxenboell,Morten",41,45,3.29,2.874,51.2,39,4.9,2.4,2
EALC,204,ISSUES IN EAST ASIAN SOCIETY,"Yasuda,John Kojiro",19,23,3.505,3.026,63.2,36.8,0,0,1
EALC,233,SURVEY OF KOREAN CIVILIZATION,"Chae,Ria",26,30,3.25,3.106,42.3,46.2,11.5,0,1
EALC,300,STDS IN EAST ASIAN LITERATURE,"Hwang,Susan",34,46,2.959,3.133,35.3,41.2,14.7,8.8,2
EALC,300,STDS IN EAST ASIAN LITERATURE,"Sarra,Edith Lorraine",27,35,3.23,2.956,40.7,44.4,11.1,0,2
EALC,310,INTRO TO EAST ASIAN STUDIES,"Oxenboell,Morten",38,42,3.687,3.409,71.1,28.9,0,0,0
EALC,330,STUDIES IN JAPANESE FILM,"Crandol,Michael Edward",37,48,2.949,3.214,32.4,43.2,21.6,2.7,6
EALC,332,CHINESE LITERATURE SINCE 1300,"Xiao,Tie",34,42,2.882,2.939,35.3,32.4,23.5,2.9,1
EALC,342,MODERN KOREAN HISTORY,"Robinson,Michael E.",10,14,2.94,3.165,20,60,20,0,3
EALC,352,STUDIES IN EAST ASIAN HISTORY,"Vogt,Paul Nicholas",24,30,3.563,3.076,50,50,0,0,1
EALC,356,UNDERSTANDING TWO KOREAS,"Minton,Mark Clements",19,24,3.663,3.346,63.2,36.8,0,0,2
EALC,101,ELEMENTARY JAPANESE 1,"Matsubara,Misako",43,52,3.153,3.127,46.5,32.6,14,2.3,3
EALC,101,ELEMENTARY JAPANESE 1,"Matsubara,Misako",41,49,2.963,2.886,39,36.6,12.2,2.4,5
EALC,101,ELEMENTARY JAPANESE 1,"Matsubara,Misako",28,36,3.304,3.033,39.3,50,7.1,3.6,3
EALC,101,ELEMENTARY JAPANESE 1,"Matsubara,Misako",37,46,3.349,3.148,56.8,32.4,8.1,0,6
EALC,110,JAPANESE ADVANCED BEGINNERS,"Akiyama,Yasuko",12,13,3.467,3.134,50,41.7,8.3,0,0
EALC,201,SECOND YEAR JAPANESE 1,"Akiyama,Yasuko",31,31,3.29,3.219,54.8,29,16.1,0,0
EALC,201,SECOND YEAR JAPANESE 1,"Akiyama,Yasuko",31,33,2.594,2.961,25.8,32.3,22.6,16.1,0
EALC,201,SECOND YEAR JAPANESE 1,"Akiyama,Yasuko",26,31,3.115,3.276,46.2,19.2,34.6,0,0
EALC,301,THIRD YEAR JAPANESE 1,"Tanaka,Nozomi",52,55,3.235,3.294,48.1,34.6,13.5,3.8,1
EALC,401,FOURTH-YEAR JAPANESE I,"Tsujimura,Natsuko",14,16,3.121,3.361,42.9,35.7,14.3,7.1,1
EALC,493,TRANSLATING JAPANESE LIT,"Sarra,Edith Lorraine",8,8,3.588,3.094,62.5,37.5,0,0,0
EALC,101,ELEMENTARY KOREAN 1,"Kim,Jiyoung",36,45,3.731,3.221,88.9,8.3,0,0,4
EALC,101,ELEMENTARY KOREAN 1,"Kim,Jiyoung",40,44,3.603,3.104,77.5,12.5,7.5,0,2
EALC,201,SECOND YEAR KOREAN 1,"Lee,Hyo Sang",37,41,3.438,3.327,62.2,29.7,2.7,5.4,0
EALC,301,THIRD YEAR KOREAN 1,"Kim,Jiyoung",9,13,3.522,3.166,55.6,44.4,0,0,1
ECON,115,EVERYDAY ECONOMICS,"Walker,Todd Bruce",67,84,3.448,2.819,59.7,29.9,6,4.5,4
ECON,201,INTRO TO MICROECONOMICS,"Daun,Tyler",51,69,2.512,2.989,19.6,37.3,29.4,9.8,10
ECON,201,INTRO TO MICROECONOMICS,"Doty,Kristian Alexander",36,43,2.319,3.107,25,25,25,11.1,3
ECON,201,INTRO TO MICROECONOMICS,"Li,Muxin",45,66,2.264,2.962,15.6,40,20,8.9,13
ECON,201,INTRO TO MICROECONOMICS,"Gomez-Rodriguez,Fabio",59,68,2.563,3.142,16.9,37.3,33.9,6.8,1
ECON,201,INTRO TO MICROECONOMICS,"Glomm,Gerhard",35,40,2.997,3.027,17.1,65.7,14.3,2.9,2
ECON,201,INTRO TO MICROECONOMICS,"Kang,ShinHyuck",50,70,2.598,3.124,28,32,22,12,3
ECON,201,INTRO TO MICROECONOMICS,"Graf,Paul",280,321,2.492,3.163,20.7,35,25,13.6,18
ECON,201,INTRO TO MICROECONOMICS,"Self,James K.",149,205,2.4,3.028,21.5,31.5,22.1,16.8,29
ECON,201,INTRO TO MICROECONOMICS,"Self,James K.",224,298,2.595,3.144,24.1,37.9,20.1,11.6,46
ECON,201,INTRO TO MICROECONOMICS,"Snow,Nicholas Arthur",142,167,2.223,2.905,12.7,35.2,25.4,17.6,11
ECON,201,INTRO TO MICROECONOMICS,"Snow,Nicholas Arthur",202,237,2.369,3.094,18.8,30.2,30.2,14.4,18
ECON,201,INTRO TO MICROECONOMICS,"Sampaio Lima,Diogo Francisco",57,63,2.651,3.086,24.6,35.1,28.1,7,3
ECON,202,INTRO TO MACROECONOMICS,"Graf,Paul",32,48,2.228,3.215,18.8,25,21.9,28.1,6
ECON,202,INTRO TO MACROECONOMICS,"Loxton,Abigail Marie",30,33,2.303,3.119,23.3,20,30,20,2
ECON,202,INTRO TO MACROECONOMICS,"Shen,Peng",53,67,2.464,2.998,22.6,37.7,11.3,18.9,6
ECON,202,INTRO TO MACROECONOMICS,"LIU,Simon",33,68,2.597,3.181,15.2,45.5,21.2,12.1,19
ECON,202,INTRO TO MACROECONOMICS,"Graf,Paul",239,297,2.135,3.039,14.2,28.9,28.5,16.7,31
ECON,202,INTRO TO MACROECONOMICS,"Taylor,Morgan Kusler",58,69,2.948,3.179,25.9,51.7,19,3.4,1
ECON,202,INTRO TO MACROECONOMICS,"Nelson,Jaeger Lawrence",24,34,2.238,2.75,16.7,29.2,25,20.8,4
ECON,303,SURVEY OF INTERNATIONAL ECON,"Mendoza,Beverly Dominique Anne Marifosque",15,21,2.867,2.925,26.7,46.7,13.3,13.3,1
ECON,305,MONEY AND BANKING,"Zhang,Wandi",39,46,3.208,3.013,33.3,48.7,17.9,0,0
ECON,308,SURVEY OF PUBLIC FINANCE,"DeDad,Michael James",8,11,3.125,3.239,37.5,37.5,25,0,0
ECON,309,TOPICS IN ECONOMICS,"Stone III,John Thomas",9,11,3.189,2.851,33.3,55.6,11.1,0,0
ECON,321,INTERMEDIATE MICROECON THEORY,"Torrens,Gustavo Federico",24,33,3.254,3.141,50,29.2,20.8,0,5
ECON,321,INTERMEDIATE MICROECON THEORY,"Torrens,Gustavo Federico",26,34,2.869,3.061,42.3,23.1,11.5,23.1,5
ECON,321,INTERMEDIATE MICROECON THEORY,"Lopatin,Nikita",20,32,2.65,2.84,30,25,25,20,6
ECON,321,INTERMEDIATE MICROECON THEORY,"Alexeev,Michael V.",22,28,2.082,2.81,13.6,18.2,50,4.5,5
ECON,321,INTERMEDIATE MICROECON THEORY,"Cui,Berg",17,31,2.494,3.07,47.1,17.6,5.9,0,12
ECON,322,INTERMEDIATE MACROECON THEORY,"Buffie,Edward Frederick",41,47,2.354,2.871,4.9,34.1,58.5,0,5
ECON,322,INTERMEDIATE MACROECON THEORY,"Park,Kwangyong",25,32,2.82,3.105,20,52,16,8,5
ECON,327,GAME THEORY,"Melo,Emerson",49,58,3.353,3,55.1,24.5,20.4,0,6
ECON,331,INTERNATIONAL TRADE,"Beshkar,Mostafa",36,43,3.128,3.082,19.4,66.7,11.1,2.8,1
ECON,331,INTERNATIONAL TRADE,"Lugovskyy,Volodymyr",42,47,3.126,3.121,33.3,50,14.3,0,2
ECON,337,ECONOMIC DEVELOPMENT,"Buffie,Edward Frederick",15,24,2.32,3.083,26.7,13.3,33.3,26.7,3
ECON,351,LAW AND ECONOMICS,"Alexeev,Michael V.",23,24,2.526,3.12,26.1,34.8,17.4,13,0
ECON,361,PUBLIC FINANCE-GOV SPENDING,"Self,James K.",21,26,2.524,2.957,9.5,42.9,38.1,9.5,3
ECON,370,STATISTICAL ANALYS BUS & ECON,"Krukava,Nastassia",54,66,2.807,3.101,29.6,29.6,35.2,1.9,5
ECON,370,STATISTICAL ANALYS BUS & ECON,"Krukava,Nastassia",89,104,2.962,3.115,30.3,47.2,16.9,2.2,4
ECON,370,STATISTICAL ANALYS BUS & ECON,"Krukava,Nastassia",29,36,3.4,3.384,55.2,27.6,17.2,0,1
ECON,370,STATISTICAL ANALYS BUS & ECON,"Qiu,Shi",26,33,2.923,3.163,34.6,38.5,19.2,0,0
ECON,370,STATISTICAL ANALYS BUS & ECON,"He,Shibi",27,37,3.137,3.316,40.7,37,18.5,3.7,1
ECON,371,INTRO TO APPLIED ECONOMETRICS,"Stone III,John Thomas",23,31,2.457,3.112,17.4,26.1,39.1,13,2
ECON,371,INTRO TO APPLIED ECONOMETRICS,"Stone III,John Thomas",9,12,2.589,3.206,22.2,33.3,33.3,0,1
ECON,371,INTRO TO APPLIED ECONOMETRICS,"Xiao,Ruli",20,24,2.96,2.908,30,35,30,5,3
ECON,385,THE ECONOMICS OF INDUSTRY,"Garcia,Filomena",38,42,3.158,3.013,31.6,55.3,10.5,2.6,1
