DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W,WX,I,R
SPEA,373,HUMAN RESOURCE MGMT PUB SECTOR,"Hughes,Cheryl Kay",28,31,3.418,3.079,50,42.9,7.1,0,2,1,0,0
SPEA,377,LEGAL PROC & CONTEM ISS IN AM,"Hansen,Rich",35,42,3.831,3.203,85.7,14.3,0,0,1,6,0,0
SPEA,378,POLICY PROCESSES IN THE U.S.,"McLean,Donna Rae",19,19,3.753,3.655,89.5,10.5,0,0,0,0,0,0
SPEA,379,PERF MEASUREMENT&PROGRAM EVAL,"King,Mindy Hightower",39,48,2.908,3.061,25.6,48.7,20.5,2.6,1,8,0,0
SPEA,379,PERF MEASUREMENT&PROGRAM EVAL,"Sherrod,Jessica",52,59,3.671,3.196,67.3,30.8,1.9,0,0,7,0,0
SPEA,379,PERF MEASUREMENT&PROGRAM EVAL,"King,Mindy Hightower",37,43,2.654,2.984,27,27,27,18.9,1,5,0,0
SPEA,379,PERF MEASUREMENT&PROGRAM EVAL,"Alter,Jeanie",44,49,3.327,2.91,52.3,36.4,11.4,0,0,5,0,0
SPEA,386,CASE STDS FOR POLICY ANALYSIS,"Desai,Sameeksha",57,65,3.553,3.074,71.9,21.1,3.5,0,2,4,2,0
SPEA,401,FIN & COST BENEFIT ANALYSIS,"Heim,Bradley",45,49,2.998,3.165,28.9,44.4,22.2,4.4,2,2,0,0
SPEA,401,FIN & COST BENEFIT ANALYSIS,"Heim,Bradley",56,58,2.846,3.103,12.5,64.3,19.6,3.6,1,1,0,0
SPEA,406,PUBLIC LAW & ELECTORAL PROCESS,"Zody,John Chastain",63,66,3.605,3.384,69.8,27,3.2,0,1,2,0,0
SPEA,412,LEADERSHIP AND ETHICS,"Long Thompson,Jill Lynette",98,110,3.137,3.166,29.6,56.1,13.3,1,1,11,0,0
SPEA,421,METROPOLITAN DEVELOPMENT,"Audretsch,David B",60,68,3.148,3.048,45,33.3,18.3,1.7,4,4,0,0
SPEA,432,LABOR REL IN THE PUBLIC SECTOR,"Schrader,Christopher Michael",47,52,3.57,3.155,59.6,40.4,0,0,1,4,0,0
SPEA,432,LABOR REL IN THE PUBLIC SECTOR,"Sklar,Pamela S.",48,58,3.573,3.147,60.4,39.6,0,0,4,6,0,0
SPEA,434,NGO MGMT FOR INTL DEVELOPMENT,"Brass,Jennifer",10,10,3.29,3.357,30,60,10,0,0,0,0,0
SPEA,435,NEGOTIATION & ALTERN DISP RES,"Branham,Gary Lee",22,25,3.136,3.087,31.8,50,18.2,0,0,3,0,0
SPEA,435,NEGOTIATION & ALTERN DISP RES,"Amsler,Lisa Blomgren",49,54,3.127,3.245,24.5,61.2,14.3,0,0,5,0,0
SPEA,435,NEGOTIATION & ALTERN DISP RES,"Branham,Gary Lee",49,51,3.212,3.159,34.7,59.2,2,2,1,1,0,0
SPEA,439,DEBATES IN PUBLIC FINANCE,"Duncan,Denvil",32,36,2.753,3.061,9.4,59.4,31.3,0,2,2,0,0
SPEA,443,MANAGING WORK FORCE DIVERSITY,"Hughes,Cheryl Kay",48,53,3.392,2.98,54.2,41.7,2.1,2.1,2,3,0,0
SPEA,443,MANAGING WORK FORCE DIVERSITY,"Rayzor,Natalia",62,65,3.326,3.115,46.8,48.4,3.2,1.6,0,3,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Afoaku,Osita",13,19,2.923,3.059,38.5,38.5,7.7,7.7,2,4,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Preston,Daniel",25,31,3.188,3.184,36,48,16,0,0,6,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Schneck,Debra A",56,60,3.186,3.103,39.3,48.2,7.1,3.6,1,2,1,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Farnsworth,Lisa A.",62,68,2.973,3.384,25.8,48.4,22.6,3.2,1,5,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Lenkowsky,Leslie",19,23,3.547,3.552,57.9,42.1,0,0,0,1,3,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Meyer,Jayma Marie",25,36,3.46,3.232,56,40,4,0,1,10,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Clark,Ashley",9,11,2.711,3.082,22.2,55.6,11.1,0,0,2,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Henry,David George",29,33,3.569,3.215,51.7,48.3,0,0,0,4,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Afoaku,Osita",13,15,2.908,2.938,7.7,76.9,7.7,0,0,2,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Morris,Roger Alan",16,23,3.763,3.165,87.5,12.5,0,0,0,7,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Waters,Timothy William",57,66,2.832,3.3,26.3,45.6,21.1,5.3,2,7,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Baggetta,Matthew",8,8,3.788,3.456,75,25,0,0,0,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Preston,Corinne Teresa",10,11,3.28,3.211,60,30,0,10,1,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"McLean,Donna Rae",19,19,3.795,3.655,100,0,0,0,0,0,0,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Cox,David K",21,24,3.333,3.11,52.4,42.9,4.8,0,0,1,2,0
SPEA,450,CONTEM ISSUES IN PUBLIC AFF,"Langley,Christy",16,19,3.394,3.246,37.5,62.5,0,0,2,1,0,0
SPEA,461,COMPUTER APPLS IN PUB AFF,"McKim,Geoffrey W.",27,30,3.581,3.098,74.1,11.1,14.8,0,0,3,0,0
SPEA,462,COMMUNITY DEVELOPMENT,"Langley,Christy",40,45,3.295,3.188,40,52.5,7.5,0,0,5,0,0
SPEA,463,INTERPERS RELATNS IN WRK PLACE,"McGarvey,Dick",35,40,3.269,3.131,48.6,42.9,5.7,2.9,1,4,0,0
SPEA,463,INTERPERS RELATNS IN WRK PLACE,"McGarvey,Dick",41,43,3.48,3.111,56.1,43.9,0,0,0,2,0,0
SPEA,475,DATABASE MANAGEMENT SYSTEMS,"Morris,Roger Alan",35,40,3.4,3.123,57.1,34.3,2.9,2.9,0,5,0,0
SPEA,476,COMPNSATION STRATEGY & SYSTEMS,"Grundmann,Daniel J.",76,78,3.183,3.209,27.6,65.8,6.6,0,0,2,0,0
SPEA,477,STRATEGIC HUMAN RESOURCE MGMT,"Grundmann,Daniel J.",93,99,3.016,3.241,18.3,65.6,14,2.2,0,6,0,0
SPEA,478,EMPLOYMNT LAW HUMAN RES MGMT,"Cimera,Kathryn Morgan",70,74,2.761,3.117,14.3,52.9,24.3,7.1,1,3,0,0
SPEA,479,EMPL RECRUTMNT & SELEC PUB SEC,"Hughes,Cheryl Kay",97,100,3.455,3.167,54.6,43.3,2.1,0,0,3,0,0
SPEA,499,HONORS THESIS,"Need,Andrea",19,23,3.932,3.743,94.7,5.3,0,0,2,0,0,2
SPEA,502,PUBLIC MANAGEMENT,"Engbers,Trent Aaron",8,14,2.988,2.848,50,12.5,25,0,2,4,0,0
SPEA,506,STAT ANALYS FOR EFF DEC MAKING,"Woronkowicz,Joanna",34,41,3.462,3.684,58.8,29.4,11.8,0,0,5,2,0
SPEA,517,PUBLIC MANAGEMENT ECONOMICS,"Simon,Daniel",36,37,3.05,3.413,38.9,47.2,5.6,0,0,0,1,0
SPEA,540,LAW AND PUBLIC AFFAIRS,"Cate,Beth E",55,59,3.52,3.581,52.7,45.5,1.8,0,1,2,1,0
SPEA,540,LAW AND PUBLIC AFFAIRS,"Need,Andrea",34,40,3.412,3.5,52.9,38.2,5.9,2.9,2,4,0,0
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Clark,Ashley",7,7,3.857,3.78,85.7,14.3,0,0,0,0,0,0
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Konisky,David",7,9,3.871,3.813,100,0,0,0,0,2,0,0
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Richards,Kenneth R.",11,15,4,3.618,100,0,0,0,1,0,3,0
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Ryan Jr,Joseph S",14,14,3.843,3.552,92.9,7.1,0,0,0,0,0,0
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Sargeant,Adrian",20,23,3.465,3.574,60,40,0,0,2,1,0,0
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Abhyankar,Rajendra Madhukar",13,16,3.731,3.593,84.6,15.4,0,0,0,3,0,0
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Morris,Roger Alan",22,23,4,3.65,100,0,0,0,0,0,0,0
SPEA,550,TOPICS IN PUBLIC AFFAIRS,"Rupp,John A",6,7,3.617,3.529,66.7,33.3,0,0,0,1,0,0
SPEA,559,PRINCIPLES&PRACT OF SOC ENTREP,"Lenkowsky,Leslie",14,15,3.507,3.558,57.1,42.9,0,0,0,1,0,0
SPEA,580,READINGS IN PUBLIC AFFAIRS,"Gazley,Beth",9,11,3.967,3.727,100,0,0,0,0,1,0,1
SPEA,600,CAPSTONE IN PUBL & ENV AFFAIR,"Abhyankar,Rajendra Madhukar",11,12,3.7,3.561,72.7,27.3,0,0,0,1,0,0
SPEA,600,CAPSTONE IN PUBL & ENV AFFAIR,"Levin,Mark",20,20,3.785,3.669,95,5,0,0,0,0,0,0
SPEA,600,CAPSTONE IN PUBL & ENV AFFAIR,"Meretsky,Vicky J.",11,12,3.891,3.565,100,0,0,0,0,1,0,0
SPEA,600,CAPSTONE IN PUBL & ENV AFFAIR,"Henshel,Diane S.",18,20,4,3.588,100,0,0,0,0,2,0,0
SPEA,600,CAPSTONE IN PUBL & ENV AFFAIR,"Audretsch,David B",16,16,3.938,3.71,93.8,6.3,0,0,0,0,0,0
SPEA,600,CAPSTONE IN PUBL & ENV AFFAIR,"Laney,Melissa Ann",8,10,4,3.648,100,0,0,0,0,2,0,0
SPEA,600,CAPSTONE IN PUBL & ENV AFFAIR,"Nierzwicki Jr,Frank Leonard",25,26,4,3.681,100,0,0,0,0,1,0,0
SPEA,600,CAPSTONE IN PUBL & ENV AFFAIR,"Ross,Justin",19,19,3.932,3.711,94.7,5.3,0,0,0,0,0,0
SPEA,607,STATS FOR RSCH PUB AFFS II,"Wing,Coady",10,11,3.73,3.792,70,30,0,0,0,0,0,0
SPEA,890,THESIS (PH D),"Fernandez,Sergio",15,15,4,3.772,100,0,0,0,0,0,0,0
SPH,270,CLINICAL EDUC IN ATHL TRNG II,"Grove,Katie A.",18,18,3.717,3.407,83.3,16.7,0,0,0,0,0,0
SPH,281,RECOG/EVAL-UPPER EXTEMITY INJ,"Lueken,Joseph S",19,20,3.216,3.379,42.1,42.1,15.8,0,0,1,0,0
SPH,283,GEN MED ISSUES IN ATHL TRAING,"Kingma,Jackie",16,17,3.631,3.206,68.8,31.3,0,0,0,1,0,0
SPH,382,CLIN EDUC IN ATHLETIC TRAIN IV,"Sage,Bradley",16,16,3.738,3.206,81.3,18.8,0,0,0,0,0,0
SPH,383,PRINC & TECHS THERAP MODAL,"Poppy,Wendeline Kay",18,18,3.617,3.407,72.2,22.2,5.6,0,0,0,0,0
SPH,384,PRIN/TECHS OF THERAPEUTIC EXER,"Sage,Bradley",16,16,3.738,3.206,87.5,6.3,6.3,0,0,0,0,0
SPH,482,CLINICAL EDUC IN ATHL TRNG VI,"Sage,Bradley",16,16,3.919,3.422,93.8,6.3,0,0,0,0,0,0
SPH,582,CURRENT TOPICS ATHL TRAINING,"Kingma,Jackie",15,15,4,3.885,100,0,0,0,0,0,0,0
SPH,589,REHAB PRINC TECH AT II,"Kingma,Jackie",15,15,3.96,3.885,100,0,0,0,0,0,0,0
SPH,150,INTRODUCTION TO PUBLIC HEALTH,"Goodman,Robert M",50,54,2.882,2.941,30,38,22,6,3,1,0,0
SPH,150,INTRODUCTION TO PUBLIC HEALTH,"Agley,Daniel Lee",38,49,3.516,2.947,60.5,28.9,10.5,0,1,10,0,0
SPH,150,INTRODUCTION TO PUBLIC HEALTH,"Goodman,Robert M",59,62,2.78,3.149,27.1,40.7,18.6,10.2,1,2,0,0
SPH,310,HLTH CARE IN DVRSE COMMUNITIES,"McCloskey,Laura Ann",32,34,3.216,3.02,50,28.1,21.9,0,0,2,0,0
SPH,310,HLTH CARE IN DVRSE COMMUNITIES,"Forrest,Gina",51,54,3.886,3.088,94.1,3.9,2,0,1,2,0,0
SPH,335,"AGING,HEALTH&DIVERSE POPULATNS","Cooper,Keema M",37,47,3.695,3.21,86.5,8.1,0,0,4,6,0,0
SPH,354,MULTIDIS PERSP IN GERONTOLOGY,"Cooper,Keema M",49,56,3.749,3.113,89.8,6.1,2,0,2,4,0,0
SPH,366,COMMUNITY HEALTH,"BlueEye,LaDonna Jessie",47,47,3.651,3.184,74.5,21.3,4.3,0,0,0,0,0
SPH,366,COMMUNITY HEALTH,"Githiri,Virginia Tati",63,66,3.513,3.165,68.3,27,1.6,3.2,2,1,0,0
SPH,403,PUBLIC HEALTH PROGRAM PLANNING,"Githiri,Virginia Tati",53,54,3.674,3.186,79.2,15.1,5.7,0,0,1,0,0
SPH,403,PUBLIC HEALTH PROGRAM PLANNING,"Githiri,Virginia Tati",44,49,3.677,3.196,70.5,29.5,0,0,0,5,0,0
SPH,416,INTRO TO HEALTH COUNSELING,"Yoke,Mary",19,21,3.758,3.155,78.9,21.1,0,0,0,2,0,0
SPH,529,HLTH DISPARITIES IN COMMUNTIES,"McCloskey,Laura Ann",23,25,3.987,3.786,100,0,0,0,1,1,0,0
SPH,535,CONTEMPORARY ISS IN AGING&HLTH,"Cooper,Keema M",6,9,3.783,3.09,83.3,16.7,0,0,2,1,0,0
SPH,589,SOC & BEH DETERMINANTS OF HLTH,"Middlestadt,Susan Elizabeth",21,21,3.2,3.213,57.1,28.6,4.8,4.8,0,0,0,0
SPH,650,SEMINAR IN PUBLIC HEALTH,"Reece,Michael",8,8,4,3.798,100,0,0,0,0,0,0,0
SPH,698,MPH CULMINATING EXP BSCH,"Huber,Lesa",18,20,3.806,3.718,88.9,11.1,0,0,0,0,2,0
SPH,701,ADVANCD HEALTH BEHAVIOR THEORY,"Middlestadt,Susan Elizabeth",11,11,3.973,3.854,100,0,0,0,0,0,0,0
SPH,213,INTRO TO SPORT COMMUNICATION,"Pedersen,Paul Mark",95,108,2.648,2.86,22.1,29.5,42.1,6.3,2,11,0,0
SPH,251,SPORT AND ELECTRONIC MEDIA,"Fiorenza,Natalie Christine",19,22,2.595,2.774,26.3,36.8,10.5,21.1,2,1,0,0
SPH,329,ISSUES IN SPORT COMMUNICATION,"McNary,Erin Leigh",92,101,3.078,3.012,32.6,47.8,17.4,1.1,3,5,1,0
SPH,586,UNDERSTANDING SPORT MEDIA,"Lee,Minkyo",9,11,3.533,3.545,66.7,33.3,0,0,0,2,0,0
SPH,250,PUB HLTH SURV MONITOR,"Nelson,Erik J",9,12,3.856,3.124,88.9,11.1,0,0,1,2,0,0
SPH,311,INTRODUCTION TO EPIDEMIOLOGY,"BlueEye,LaDonna Jessie",59,61,3.58,3.176,69.5,23.7,5.1,1.7,1,1,0,0
SPH,311,INTRODUCTION TO EPIDEMIOLOGY,"VanDeventer,Vickie Lynn",35,41,3.266,2.985,40,51.4,5.7,0,1,5,0,0
SPH,650,SPECIAL TOPICS IN EPIDEMIOLOGY,"Li,Ming",6,6,4,3.819,100,0,0,0,0,0,0,0
SPH,651,EPIDEMIOLOGY,"Luo,Juhua",33,33,3.288,3.759,39.4,54.5,6.1,0,0,0,0,0
SPH,657,SOCIAL EPIDEMIOLOGY,"Sayegh,M. Aaron",17,17,3.912,3.823,100,0,0,0,0,0,0,0
SPH,658,INTERMEDIATE EPIDEMIOLOGY,"Chomistek,Andrea Kaye",22,22,3.614,3.87,59.1,36.4,4.5,0,0,0,0,0
SPH,659,INT EPIDEMIOLOGICAL METHODS,"Bidulescu,Aurelian",16,16,3.944,3.842,100,0,0,0,0,0,0,0
SPH,698,MPH CULMINATING EXP EPI,"Sayegh,M. Aaron",8,8,4,3.934,100,0,0,0,0,0,0,0
SPH,150,INTRO TO LIFE SPAN DEVELOPMENT,"Chow,Angela",102,118,3.795,3.028,86.3,10.8,2.9,0,4,11,1,0
SPH,150,INTRO TO LIFE SPAN DEVELOPMENT,"Patton,Mary Linda",124,138,3.586,3.184,70.2,23.4,4.8,.8,7,7,0,0
SPH,180,YOUTH AND FAMILIES,"Getz,Deborah A",22,24,3.909,3.158,90.9,9.1,0,0,0,0,2,0
SPH,255,HUMAN SEXUALITY,"Guthrie,Benjamin Frank",34,41,3.797,2.993,82.4,17.6,0,0,0,7,0,0
SPH,255,HUMAN SEXUALITY,"Forrest,Gina",77,81,3.842,3.104,87,11.7,1.3,0,0,4,0,0
SPH,255,HUMAN SEXUALITY,"Yarber,William Lee",11,13,3.545,3.049,63.6,27.3,9.1,0,1,1,0,0
SPH,255,HUMAN SEXUALITY,"Sherwood-Laughlin,Catherine M.",72,78,3.479,3.074,62.5,30.6,5.6,1.4,0,6,0,0
SPH,258,MARRIAGE & FAMILY INTERACTION,"Barnhart,Craig Michael",39,43,3.531,3.103,66.7,25.6,5.1,0,0,4,0,0
SPH,258,MARRIAGE & FAMILY INTERACTION,"Wyatt,Cathy Ann",97,104,3.672,3.118,84.5,8.2,2.1,2.1,1,6,0,0
SPH,330,LDRSHP THRY PRACTICE YOUTH DEV,"Getz,Deborah A",6,7,3.667,3.213,66.7,33.3,0,0,0,1,0,0
SPH,341,EFFECTS OF DIVORCE ON CHILDREN,"Hansen,Cathlene Hardy",87,92,3.789,3.14,88.5,9.2,0,0,0,5,0,0
SPH,346,HUM DEV I-CONCEPT EARLY CHLHD,"Schmidt,Maria Kay",65,70,3.568,3.312,69.2,27.7,1.5,1.5,1,2,2,0
SPH,347,HUM DEV 2:MID CHLDHD THRU ADOL,"Chow,Angela",31,31,3.929,3.493,96.8,3.2,0,0,0,0,0,0
SPH,348,HUM DEV 3-EARLY MID LATE ADULT,"Engels,Jennifer Suzanne",39,43,3.874,3.29,97.4,2.6,0,0,0,4,0,0
SPH,410,POSITIVE YOUTH DEVELOPMENT,"Beckmeyer,Jonathon James",18,18,3.606,3.322,72.2,27.8,0,0,0,0,0,0
SPH,417,AFRCN AMERICAN&LATINO FAMILIES,"Murray,Maresa Janee",48,49,3.965,3.321,97.9,0,2.1,0,0,1,0,0
SPH,417,AFRCN AMERICAN&LATINO FAMILIES,"Murray,Maresa Janee",37,42,3.957,3.336,97.3,2.7,0,0,0,5,0,0
SPH,430,PROF PREP IN HUM DEV&FAMILY ST,"Wong,Angie",15,16,3.4,3.165,53.3,33.3,13.3,0,0,0,1,0
SPH,430,PROF PREP IN HUM DEV&FAMILY ST,"Schobinger,Shannan Stryjewski",13,13,3.6,3.292,76.9,15.4,7.7,0,0,0,0,0
SPH,453,FAMILY LIFE EDUCATION,"Beckmeyer,Jonathon James",38,41,3.132,3.147,39.5,39.5,18.4,0,0,0,3,0
SPH,457,STRESS & RESILIENCE IN FAMILY,"Reynolds,Desiree Deann",11,15,3.945,3.207,100,0,0,0,1,3,0,0
SPH,458,FAMILY LAW AND POLICY,"McConnell III,William Martin",23,23,3.426,3.339,52.2,43.5,4.3,0,0,0,0,0
SPH,458,FAMILY LAW AND POLICY,"Cooperman,Erin B",41,46,3.546,3.322,65.9,24.4,9.8,0,0,3,2,0
SPH,150,CHILDREN'S HEALTH UP TO AGE 5,"Wong,Angie",32,38,3.275,3.085,46.9,37.5,15.6,0,4,2,0,0
SPH,160,FIRST AID AND EMERGENCY CARE,"Applegate,Trent E",187,207,3.543,3.124,65.8,29.9,2.1,1.6,12,8,0,0
SPH,170,HLTH & SURVIVING COLLEGE YEARS,"Finley,Kathy Lyn",38,44,3.087,2.787,36.8,44.7,13.2,0,2,4,0,0
SPH,172,INTL HEALTH & SOCIAL ISSUES,"Kay,Noy S.",53,69,3.477,3.154,60.4,32.1,7.5,0,3,11,2,0
SPH,180,STRESS PREVENTION & MANAGEMENT,"Bhurosy,Trishnee",59,67,3.892,3.264,93.2,6.8,0,0,1,7,0,0
SPH,180,STRESS PREVENTION & MANAGEMENT,"Kwon,Elizabeth",97,115,3.478,3.13,61.9,26.8,9.3,2.1,3,12,0,0
SPH,205,INTRO TO HEALTH EDUCATION,"Edwards,Logan A",9,14,4,2.909,100,0,0,0,3,2,0,0
SPH,220,DEATH & DYING,"Kay,Noy S.",50,62,3.36,2.973,44,48,8,0,2,7,2,0
SPH,235,OBESITY AND HEALTH,"Yoke,Mary",33,41,3.306,3.085,45.5,45.5,6.1,3,3,5,0,0
SPH,263,PERSONAL HEALTH,"Dumayas,Don Deerie Baria",84,106,3.423,3.104,56,35.7,6,1.2,5,17,0,0
SPH,263,PERSONAL HEALTH,"Hamilton,Lydia",59,65,3.636,3.124,72.9,25.4,1.7,0,1,5,0,0
SPH,263,PERSONAL HEALTH,"Edwards,Logan A",48,53,3.844,3.318,81.3,18.8,0,0,0,5,0,0
SPH,263,PERSONAL HEALTH,"Finley,Kathy Lyn",29,34,3.469,2.973,58.6,37.9,3.4,0,0,5,0,0
SPH,263,PERSONAL HEALTH,"Lay,Mary Ann",42,56,3.521,3.01,78.6,11.9,7.1,0,2,12,0,0
SPH,305,WOMEN'S HEALTH,"Holmes,Cheryl Lynn",36,46,3.836,3.129,86.1,13.9,0,0,3,6,0,0
SPH,305,WOMEN'S HEALTH,"Ellis,Nancy Theresa",10,17,3.03,2.989,20,60,20,0,3,4,0,0
SPH,305,WOMEN'S HEALTH,"Ellis,Nancy Theresa",28,32,3.168,3.106,35.7,53.6,7.1,0,1,2,1,0
SPH,306,MEN'S HEALTH,"Holmes,Cheryl Lynn",78,89,3.479,2.817,71.8,12.8,12.8,1.3,2,9,0,0
SPH,318,DRUG USE IN AMERICAN SOCIETY,"Finley,Kathy Lyn",76,91,3.105,2.874,31.6,50,17.1,0,5,10,0,0
SPH,318,DRUG USE IN AMERICAN SOCIETY,"Radanovich,Jasynda Joy",24,35,2.858,2.895,33.3,25,33.3,8.3,4,7,0,0
SPH,318,DRUG USE IN AMERICAN SOCIETY,"Sadler,Katharine",39,45,3.844,3.124,89.7,10.3,0,0,1,5,0,0
SPH,318,DRUG USE IN AMERICAN SOCIETY,"Olcott,Courtney Owyn",23,26,3.47,2.69,60.9,30.4,8.7,0,2,1,0,0
SPH,319,GLOBAL HEALTH PROMOTION,"Kay,Noy S.",60,70,3.417,3.132,38.3,60,1.7,0,0,8,2,0
SPH,320,THE NATURE OF CANCER,"Githiri,Virginia Tati",51,60,3.863,3.305,86.3,13.7,0,0,2,7,0,0
SPH,350,TOPICAL SEMINAR IN HEALTH EDUC,"Hansen,Cathlene Hardy",13,17,3.854,3.31,92.3,7.7,0,0,2,0,0,0
SPH,352,SECONDRY SCH HLTH CURR & STRAT,"Lohrmann,David K.",6,6,3.9,3.538,100,0,0,0,0,0,0,0
SPH,395,PRACTICUM IN COLLEGE SEX EDUC,"Herbenick,Debra Lynne",7,7,3,2.938,42.9,14.3,42.9,0,0,0,0,0
SPH,401,EMERGENCY MED TECHN AMBUL I,"Tinsley,Walter Archie",31,37,3.49,3.235,64.5,25.8,9.7,0,2,3,1,0
SPH,401,EMERGENCY MED TECHN AMBUL I,"Tinsley,Walter Archie",20,27,3.275,3.26,50,35,15,0,1,4,2,0
SPH,401,EMERGENCY MED TECHN AMBUL I,"Tinsley,Walter Archie",29,37,3.383,3.316,44.8,51.7,3.4,0,4,2,2,0
SPH,403,EMERGENCY MED TECH TCHNG ASST,"Tinsley,Walter Archie",24,25,4,3.239,100,0,0,0,1,0,0,0
SPH,404,EMERGENCY MEDICAL TECHNICN LAB,"Tinsley,Walter Archie",12,14,4,3.39,100,0,0,0,0,2,0,0
SPH,404,EMERGENCY MEDICAL TECHNICN LAB,"Tinsley,Walter Archie",14,21,3.979,3.068,100,0,0,0,2,4,1,0
SPH,404,EMERGENCY MEDICAL TECHNICN LAB,"Tinsley,Walter Archie",20,22,3.95,3.229,95,5,0,0,1,0,1,0
SPH,404,EMERGENCY MEDICAL TECHNICN LAB,"Tinsley,Walter Archie",9,11,4,3.407,100,0,0,0,2,0,0,0
SPH,404,EMERGENCY MEDICAL TECHNICN LAB,"Tinsley,Walter Archie",26,33,4,3.326,100,0,0,0,1,4,2,0
SPH,460,PRACT IN FIRST AID INSTRUCTION,"Applegate,Trent E",8,10,3.75,3.135,87.5,0,12.5,0,0,2,0,0
SPH,494,RES&EVAL MTHD IN HLTH&SAFETY,"Agley,Daniel Lee",27,28,3.8,3.303,88.9,11.1,0,0,1,0,0,0
SPH,494,RES&EVAL MTHD IN HLTH&SAFETY,"Dodge,Brian Mark",29,30,3.783,3.16,79.3,20.7,0,0,0,1,0,0
SPH,494,RES&EVAL MTHD IN HLTH&SAFETY,"Hendryx,Michael Shawn",32,33,3.369,3.195,50,40.6,9.4,0,0,1,0,0
SPH,552,INSTRUCT PLAN PH SETTING,"Lohrmann,David K.",6,6,3.617,3.698,66.7,33.3,0,0,0,0,0,0
SPH,562,HEALTH PROGRAM EVALUATION,"Jun,Mikyoung Choi",19,19,3.968,3.724,100,0,0,0,0,0,0,0
SPH,562,HEALTH PROGRAM EVALUATION,"Barnes,Priscilla Anne",12,16,3.842,3.766,91.7,8.3,0,0,1,1,2,0
SPH,595,PRACT IN COLLEGE SEX EDUC,"Yarber,William Lee",7,7,4,3.899,100,0,0,0,0,0,0,0
SPH,698,MPH CULM EXP PROF HLTH EDUC,"Kay,Noy S.",9,9,4,3.82,100,0,0,0,0,0,0,0
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Rhodes,David K",16,18,3.75,3.193,93.8,0,0,0,0,1,1,0
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Watson,Jacqueline Francis",28,42,4,3.192,100,0,0,0,6,8,0,0
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Taylor,Shelley Lynne",28,35,3.893,3.219,96.4,0,0,3.6,1,5,1,0
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"LeBeau,David Arthur",26,41,3.75,3.17,80.8,19.2,0,0,3,12,0,0
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Davis,Earon",20,27,4,3.072,100,0,0,0,3,4,0,0
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"LeBeau,David Arthur",15,19,3.787,3.225,93.3,0,6.7,0,0,4,0,0
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Rhodes,David K",19,20,4,3.226,100,0,0,0,0,0,1,0
SPH,100,EXPRNCE IN PHYSICAL ACTIVITY,"Gleckler,Wendy",12,23,3.167,3.237,66.7,8.3,8.3,8.3,2,9,0,0
SPH,103,ARCHERY,"Pierle,Jacob T",16,23,3.981,3.538,100,0,0,0,1,4,0,0
SPH,103,ARCHERY,"Kelly,Patrick Charles",20,23,3.875,3.528,95,5,0,0,0,3,0,0
SPH,106,BASIC FISHING TECHNIQUES,"Kugler,Roger  Lynn",31,34,3.594,3.15,64.5,32.3,3.2,0,1,2,0,0
SPH,109,BALLROOM AND SOCIAL DANCE,"Coniaris,Mary Kay",46,66,3.95,3.396,95.7,4.3,0,0,6,13,0,0
SPH,111,BASKETBALL,"Webster,Nikolas Rawlings",27,35,3.841,3.114,96.3,0,0,0,3,5,0,0
SPH,111,BASKETBALL,"Hill,Vincent",31,34,4,3.166,100,0,0,0,0,3,0,0
SPH,111,BASKETBALL,"Webster,Nikolas Rawlings",28,31,3.893,2.996,92.9,3.6,3.6,0,2,1,0,0
